distance,id,fullName,degree,distance_rank
3.116746659748346,8468584,Jon Disalvatore,45,3696.0
3.225839927357634,8470248,Petr Taticek,19,4580.0
3.0518874043325983,8470645,Corey Crawford,143,3149.5
2.9330652484109483,8470678,Alexandre Picard,208,2102.0
2.9752237644311843,8469779,Keith Aucoin,143,2478.0
3.3537423790374885,8470075,Jason Ryznar,22,5283.0
2.9679595278246205,8469531,Jay Harrison,170,2415.0
3.2052146841354263,8470784,Doug O'Brien,23,4422.0
3.001556622129978,8466300,Ben Guite,100,2703.0
2.99740562978337,8470966,Mark Giordano,183,2667.0
3.1155791931508627,8470330,Mike Glumac,49,3686.0
3.2097548320145286,8469132,David Gove,24,4457.5
2.9535607731223243,8470222,James Wisniewski,280,2278.0
3.1140225710208846,8470661,Jean-Francois Jacques,113,3671.5
3.1330911921131146,8467939,Dan Jancevski,63,3840.0
3.179789856012453,8469689,Tomas Mojzis,67,4221.0
3.1400959916980153,8467931,Matt Carkner,120,3895.0
3.3619146452198727,8468800,Louis Robitaille,28,5330.5
3.420028538072383,8470850,Joey Tenute,18,5602.0
3.1686340640809445,8470674,Stefan Ruzicka,66,4129.5
3.006226488519912,8470152,Joakim Lindstrom,163,2739.0
3.3715138150214035,8471200,Prestin Ryan,18,5385.5
3.143857828512129,8470804,Mathieu Roy,105,3924.5
2.883253340251654,8468518,Tomas Kopecky,167,1737.0
3.020106369178882,8470834,Dustin Byfuglien,190,2855.5
2.974964327409521,8470223,Yan Stastny,105,2473.0
3.0608379815799713,8468868,Ben Ondrus,59,3245.5
2.9514852769490205,8470614,Mark Stuart,179,2257.0
2.9909197042417954,8469516,Brendan Bell,111,2602.5
3.01906862109223,8469505,Noah Welch,116,2842.5
3.157997146192762,8468544,Filip Novak,48,4037.0
3.0249059540796472,8468086,Alexandre Giroux,113,2894.5
2.954468802698145,8470640,Matt Carle,225,2285.0
2.956025424828123,8470273,Ian White,197,2300.5
3.1755091451550137,8470637,Konstantin Pushkarev,34,4179.5
3.0050590219224285,8472361,Bill Thomas,126,2729.0
3.0904138020495524,8470615,Marc-Antoine Pouliot,123,3497.0
3.1922428330522767,8470336,Carsen Germyn,27,4323.5
3.076663639901414,8471360,Steve Regier,77,3378.0
3.058632766895836,8470216,Josh Harding,118,3214.0
3.145155013620444,8470282,Jarkko Immonen,34,3934.0
3.0749772992606044,8470680,Ryan Potulny,142,3359.5
3.1050719937735116,8468650,Erik Reitz,66,3596.0
2.99481125956674,8469584,Joel Perrault,122,2643.5
3.136074717862239,8470656,David Liffiton,49,3873.0
3.2541185627189,8469668,David Printz,33,4758.0
3.4494746400311325,8468634,Matt Koalska,20,5697.0
3.335711506031911,8468682,Ryan Caldwell,37,5200.0
3.453885069399403,8470659,Masi Marjamaki,18,5714.5
3.453885069399403,8469588,Cole Jarrett,18,5714.5
3.047606693475159,8470809,Jeremy Williams,72,3107.0
3.441821247892074,8470150,Jonas Johansson,18,5670.0
2.9718510831495655,8470626,Loui Eriksson,201,2448.0
3.034505123881178,8471669,Paul Stastny,202,2981.0
2.9900116746659746,8470741,Nigel Dawes,145,2594.0
2.9652354390971594,8471724,Kris Letang,181,2393.5
2.9721105201712286,8473533,Jordan Staal,199,2449.5
3.187572966662343,8472418,Patrick Fischer,32,4280.0
3.134777532753924,8471222,Ladislav Smid,166,3857.0
3.186924374108185,8470375,Patrick Thoresen,69,4273.5
3.045271760280192,8470294,DJ King,90,3084.0
3.0521468413542614,8471709,Marc-Edouard Vlasic,140,3152.5
3.018809184070567,8471233,Travis Zajac,174,2841.0
2.928525100531846,8469665,Johnny Oduya,284,2075.5
3.013101569593981,8473548,Phil Kessel,222,2791.0
3.009858606823194,8471670,Guillaume Latendresse,144,2766.0
3.0255545466338045,8470649,Patrick O'Sullivan,182,2901.0
3.059929952004151,8471685,Anze Kopitar,152,3235.0
2.923076923076923,8470839,Shane O'Brien,249,2034.0
3.06849137371903,8471634,Ryan Shannon,150,3304.0
3.3578933713840966,8469714,Mikko Lehtonen,22,5313.5
3.021403554287197,8473404,Niklas Backstrom,158,2868.5
2.9876767414710077,8471392,Roman Polak,198,2579.5
3.289012842132572,8471684,Luc Bourdon,36,4945.0
2.9535607731223243,8471735,Keith Yandle,222,2278.0
3.3877286288753403,8470267,Alexei Kaigorodov,21,5459.0
3.0367103385653134,8470063,Adam Burish,154,3004.5
3.0299649760020757,8471263,Enver Lisin,92,2936.5
3.1467116357504215,8470090,Fredrik Norrena,60,3945.5
3.40070047995849,8470335,Alexander Brooks,24,5525.5
2.9658840316513166,8471215,Evgeni Malkin,187,2399.5
2.9343624335192633,8469732,Joey MacDonald,191,2111.5
3.13270203658062,8468714,Janis Sprukts,39,3837.5
2.984822934232715,8470775,Nate Thompson,284,2560.0
3.1768063302633287,8471228,Alexander Radulov,123,4189.5
2.929822285640161,8469608,Mike Smith,245,2080.0
3.393306524841095,8468497,Alexei Mikhnov,21,5484.0
3.0347645609028406,8471663,Mike Blunden,183,2983.5
3.029575820469581,8471245,Dave Bolland,155,2932.0
3.088727461408743,8471696,Matt Lashoff,112,3480.0
3.217537942664418,8470899,Triston Grant,47,4523.5
3.3148268257880398,8468487,Lars Jonsson,31,5086.0
3.0127124140614865,8471310,Dustin Boyd,111,2788.5
3.0108963549098458,8471283,Brandon Prust,207,2774.5
3.029316383447918,8470699,Jan Hejda,160,2929.5
2.9891036450901542,8471303,Alexander Edler,190,2591.0
3.045271760280192,8471226,Drew Stafford,209,3084.0
3.3623038007523673,8470935,Patrick Coulombe,22,5334.0
3.1595537683227395,8470843,Nathan McIver,64,4049.0
3.2822674795693345,8471452,Mike Card,19,4909.0
3.0844467505513036,8470970,Drew Larman,57,3450.0
3.2406278375924242,8471256,Michael Funk,28,4679.5
2.971721364638734,8471266,David Booth,209,2446.0
3.0360617460111556,8471767,Blair Jones,151,2996.5
3.299390322999092,8469593,Jussi Timonen,34,4996.5
3.0841873135296405,8467905,Michael Ryan,65,3445.0
3.043455701128551,8471678,Benoit Pouliot,278,3068.0
3.003891555324945,8472394,Peter Harrold,132,2718.5
3.052406278375924,8470794,Joe Pavelski,141,3156.5
3.290958619795045,8471526,Michael Wall,22,4955.0
3.3661953560773124,8470343,Jesse Schultz,19,5355.0
3.2756518355169284,8470264,Barry Brust,26,4878.0
3.0767933584122455,8470623,Shawn Belle,90,3381.0
2.988195615514334,8471339,Ryan Callahan,181,2586.5
3.0229601764171745,8471403,Karri Ramo,127,2877.0
